Booking ID,Date of Booking,Time,Customer ID,Gender,Age,Origin Country,State,Location,Destination Country,Destination City,No. Of People,Check-in date,No of Days,Check-Out Date,Rooms,Hotel Name,Hotel Rating,Payment Mode,Bank Name,Booking Price[SGD],Discount,GST,Profit Margin
DDPH32846,11/30/2015,14:08:21,PH03190,Male,42,Philippines,Basilan,Isabela,Iran,Fars,4,12/23/2015,7,12/30/2015,2,The Rustic Bridge Motel,4.2,Internet Banking,DBS Bank,231,9%,0.07,0.13
DDVN32847,11/30/2015,13:00:16,VN02879,Male,33,Vietnam,Qui Nhon,Binh Dinh,Iceland,Kopavogur,7,1/29/2016,1,1/30/2016,4,Fortune House Hotel,4.5,COD,CITI Bank,230,15%,0.07,0.11
DDMY32848,11/30/2015,8:15:19,MY05960,Female,36,Malaysia,Sarawak,Kuching,Ireland,Limerick,5,12/1/2015,4,12/5/2015,3,The Emperor’s Villa,4.1,Credit Card,HSBC,139,21%,0.07,0.13
DDKH32849,11/30/2015,17:45:40,KH02974,Male,41,Cambodia,Tras,Svay Rieng,Brazil,Fortaleza,3,3/5/2016,1,3/6/2016,2,Silver Cloud Inn,4.4,Wallet,HSBC,138,14%,0.07,0.1
DDSG32850,11/30/2015,12:34:32,SG05885,Female,28,Singapore,Central,Downtown Core,Colombia,Pereira,1,12/1/2015,1,12/2/2015,1,The Colosseum,4.4,Debit Card,Bank of Singapore (BOS),228,1%,0.07,0.14
DDVN32851,11/30/2015,19:43:12,VN02880,Male,34,Vietnam,Ho Chi Minh,Ho Chi Minh,Brazil,Belo Horizonte,6,2/5/2016,7,2/12/2016,3,Elite Peak,4.1,COD,Grab,109,0%,0.07,0.22
DDSG32852,11/30/2015,18:58:46,SG05886,Female,52,Singapore,West,Bukit Panjang,Iran,Tehran,3,12/10/2015,2,12/12/2015,2,Union Rooms,3.8,Wallet,Bank of Singapore (BOS),66,13%,0.07,0.22
DDTH32853,11/30/2015,13:21:18,TH06049,Male,57,Thailand,Tak,Mae Sot,Kenya,Kisumu,2,12/5/2015,1,12/6/2015,1,Amuser Suites,4.4,Internet Banking,CITI Bank,150,21%,0.07,0.22
DDMY32854,11/30/2015,18:16:41,MY05961,Male,58,Malaysia,Johor,Iskandar Puteri,Germany,Hanover,4,12/18/2015,7,12/25/2015,2,Luxury Living,4.4,Internet Banking,Grab,228,13%,0.07,0.14
DDVN32855,11/30/2015,6:29:53,VN02881,Female,47,Vietnam,Dong Hoi,Quang Binh,Ireland,Tallaght,5,2/6/2016,1,2/7/2016,3,Tropicana,3.9,Internet Banking,HSBC,93,0%,0.07,0.3
DDTH32856,12/1/2015,9:37:08,TH06050,Male,32,Thailand,Samut Sakhon,Samut Sakhon,Egypt,Alexandria,1,12/19/2015,1,12/20/2015,1,Towne Place Suites,3.9,Wallet,DBS Paylah,93,16%,0.07,0.3
DDID32857,12/1/2015,0:39:25,ID05915,Female,45,Indonesia,Soreang,West Java,Ireland,Waterford,4,3/1/2016,1,3/2/2016,2,Farmhouse Inn,4.2,COD,DBS Bank,123,5%,0.07,0.25
DDKH32858,12/1/2015,5:18:55,KH02975,Female,52,Cambodia,Prey Tralach,Battambang,India,Chandigarh,5,12/10/2015,7,12/17/2015,3,Radisson Hotel,4.1,Debit Card,Bank of Singapore (BOS),139,22%,0.07,0.13
DDVN32859,12/1/2015,22:45:30,VN02882,Male,45,Vietnam,Ninh An,Khanh Hoa,India,Chandigarh,2,2/22/2016,2,2/24/2016,1,Historic Meadows Motel,4.6,Wallet,United Overseas Bank (UOB),290,24%,0.07,0.17
DDPH32860,12/1/2015,14:52:22,PH03191,Male,43,Philippines,Iloilo,Iloilo City,Kenya,Eldoret,6,12/2/2015,8,12/10/2015,3,Pacifica Hotel,4.5,Internet Banking,DBS Bank,306,0%,0.07,0.14
DDSG32861,12/1/2015,21:11:12,SG05887,Male,47,Singapore,North,Sungei Kadut,Brazil,Salvador,1,2/17/2016,1,2/18/2016,1,The Better Inn,4.2,COD,EZ-Link,221,20%,0.07,0.19
DDTH32862,12/1/2015,12:34:12,TH06051,Male,19,Thailand,Chonburi,Laem Chabang,Mexico,Ecatepec,4,12/17/2015,1,12/18/2015,2,The Sebastian Hotel,4.1,Internet Banking,Cash,98,14%,0.07,0.15
DDTH32863,12/1/2015,2:54:41,TH06052,Female,48,Thailand,Lampang,Lampang,New Zealand,Wellington,2,12/12/2015,3,12/15/2015,1,Hello Home,4.2,COD,EZ-Link,407,19%,0.07,0.2
DDID32864,12/1/2015,19:19:50,ID05916,Female,21,Indonesia,Bima,West Nusa Tenggara,Iceland,Akranes,1,3/6/2016,3,3/9/2016,1,The Goring,4.6,Internet Banking,DBS Paylah,196,15%,0.07,0.16
DDKH32865,12/1/2015,2:18:54,KH02976,Male,23,Cambodia,Tbaeng Pir,Preah Vihear,Iran,Gilan,3,12/2/2015,3,12/5/2015,2,ARIA Resort,4.2,Wallet,DBS Bank,407,5%,0.07,0.2
DDMY32866,12/1/2015,4:51:45,MY05962,Female,21,Malaysia,Selangor,Petaling Jaya,Egypt,Luxor,6,1/22/2016,8,1/30/2016,3,Motel On Main,4.5,Internet Banking,Bank of Singapore (BOS),334,20%,0.07,0.17
DDSG32867,12/1/2015,21:42:05,SG05888,Female,39,Singapore,North-East,Ang Mo Kio,Colombia,Bello,1,12/2/2015,7,12/9/2015,1,Hotel Moonline,3.8,Wallet,DBS Bank,65,7%,0.07,0.25
DDSG32868,12/1/2015,16:19:27,SG05889,Male,40,Singapore,East,Changi,Maldives,Thinadhoo,2,2/20/2016,3,2/23/2016,1,Jade Mountain Hotel,4.2,COD,United Overseas Bank (UOB),123,20%,0.07,0.25
DDSG32869,12/1/2015,22:56:01,SG05890,Male,22,Singapore,Central,Toa Payoh,France,Marseille,2,12/10/2015,1,12/11/2015,1,6-Star Food Service,4.4,Wallet,Bank of Singapore (BOS),74,22%,0.07,0.13
DDMY32870,12/1/2015,6:45:45,MY05963,Male,28,Malaysia,Penang,Seberang Perai,Israel,Ashdod,3,1/6/2016,3,1/9/2016,2,The Better Inn,4.4,Credit Card,DBS Bank,268,7%,0.07,0.22
DDPH32871,12/2/2015,0:34:20,PH03192,Male,42,Philippines,Samar,Catbalogan,Mexico,Tijuana,1,12/5/2015,1,12/6/2015,1,Ramada Hollywood,4.2,Internet Banking,Bank of Singapore (BOS),289,25%,0.07,0.24
DDMY32872,12/2/2015,16:11:18,MY05964,Female,47,Malaysia,Johor,Iskandar Puteri,Nepal,Kathmandu,6,12/3/2015,7,12/10/2015,3,Sunrise Cave,4.3,COD,Grab,132,24%,0.07,0.24
DDSG32873,12/2/2015,4:45:05,SG05891,Female,32,Singapore,West,Pioneer,Italy,Bari,1,12/19/2015,1,12/20/2015,1,Hotel Moonline,3.8,Internet Banking,Bank of Singapore (BOS),65,14%,0.07,0.25
DDTH32874,12/2/2015,6:22:32,TH06053,Male,20,Thailand,Nonthaburi,Nonthaburi,Canada,Ottawa,1,2/2/2016,1,2/3/2016,1,Rose Thicket Resort,3.9,Debit Card,DBS Paylah,93,22%,0.07,0.3
DDKH32875,12/2/2015,6:30:24,KH02977,Female,33,Cambodia,Chamkar Leu,Kampong Cham,Nepal,Kathmandu,5,12/8/2015,7,12/15/2015,3,The Avenida Hotel,4.6,COD,HSBC,309,8%,0.07,0.14
DDSG32876,12/2/2015,11:47:04,SG05892,Male,48,Singapore,West,Tengah,Egypt,Luxor,7,12/3/2015,3,12/6/2015,4,Sunrise Bed And Breakfast,4.3,Internet Banking,HSBC,139,23%,0.07,0.2
DDTH32877,12/2/2015,12:13:20,TH06054,Female,56,Thailand,Songkhla,Hat Yai,Mexico,Puebla City,6,2/3/2016,7,2/10/2016,3,Thompson,4.6,COD,HSBC,196,22%,0.07,0.16
DDMY32878,12/2/2015,19:11:33,MY05965,Female,57,Malaysia,Sabah,Kota Kinabalu,Ireland,Dublin,4,12/14/2015,3,12/17/2015,2,Cable Car Hotel,3.9,Wallet,DBS Paylah,93,25%,0.07,0.3
DDMY32879,12/2/2015,22:34:59,MY05966,Male,27,Malaysia,Melaka,Melaka,Israel,Netanya,2,12/8/2015,1,12/9/2015,1,The Guild Hotel,4.6,Internet Banking,Grab,293,2%,0.07,0.21
DDID32880,12/2/2015,18:43:50,ID05917,Female,51,Indonesia,Pelepat,Jambi,Italy,Bari,5,1/29/2016,7,2/5/2016,3,Water Vibe Resorts,4.6,Debit Card,United Overseas Bank (UOB),284,5%,0.07,0.1
DDID32881,12/2/2015,16:40:53,ID05918,Male,19,Indonesia,Pasir Putih,Aceh,New Zealand,Manukau,2,3/3/2016,7,3/10/2016,1,Sandy Bloom,4.7,Internet Banking,EZ-Link,286,16%,0.07,0.25
DDMY32882,12/2/2015,5:53:34,MY05967,Male,29,Malaysia,Sabah,Kota Kinabalu,Ireland,Tallaght,6,1/12/2016,7,1/19/2016,3,Grand Hotel,4.4,Wallet,EZ-Link,228,24%,0.07,0.14
DDSG32883,12/2/2015,23:38:18,SG05893,Male,55,Singapore,North,Simpang,Mexico,Ecatepec,3,12/3/2015,3,12/6/2015,2,Dream Desert Hotel,4.2,Debit Card,DBS Bank,289,12%,0.07,0.24
DDID32884,12/2/2015,7:48:33,ID05919,Female,44,Indonesia,Purwokerto,Central Java,Iceland,Akureyri,7,12/10/2015,1,12/11/2015,4,Moss View,4.6,Debit Card,EZ-Link,178,14%,0.07,0.1
DDTH32885,12/2/2015,18:38:42,TH06055,Female,31,Thailand,Nakhon Sawan,Nakhon Sawan,India,Hyderabad,3,2/8/2016,1,2/9/2016,2,Grand & Epic,4.3,Wallet,DBS Paylah,119,0%,0.07,0.14
DDSG32886,12/2/2015,4:31:49,SG05894,Female,40,Singapore,Central,Marina South,Ireland,Dublin,6,1/29/2016,7,2/5/2016,3,Jade Courtyard Hotel,4.4,Debit Card,United Overseas Bank (UOB),138,11%,0.07,0.1
DDMY32887,12/2/2015,12:23:57,MY05968,Male,20,Malaysia,Kedah,Alor Setar,Denmark,Greve,1,1/13/2016,1,1/14/2016,1,Firefly,3.3,Wallet,CITI Bank,55,22%,0.07,0.28
DDSG32888,12/2/2015,4:07:02,SG05895,Female,40,Singapore,Central,River Valley,Egypt,Alexandria,4,2/19/2016,2,2/21/2016,2,Hotel Fusion,4.5,Internet Banking,Grab,306,7%,0.07,0.14
DDPH32889,12/2/2015,22:12:56,PH03193,Male,50,Philippines,Pangasinan,Dagupan,China,Hong Kong,5,12/12/2015,3,12/15/2015,3,Queen’s Castle Hotel,4.5,COD,Cash,230,9%,0.07,0.11
DDVN32890,12/2/2015,7:06:23,VN02883,Female,49,Vietnam,Ho Chi Minh,Ho Chi Minh,Denmark,Horsens,2,1/24/2016,9,2/2/2016,1,Always Available,4.5,Wallet,United Overseas Bank (UOB),230,9%,0.07,0.11
DDKH32891,12/3/2015,12:01:11,KH02978,Female,50,Cambodia,Ta Sal,Kampong Speu,Brazil,Curitiba,3,12/6/2015,1,12/7/2015,2,Silversmith Hotel,4.3,Internet Banking,CITI Bank,135,20%,0.07,0.24
DDVN32892,12/3/2015,13:37:37,VN02884,Male,23,Vietnam,Qui Nhon,Binh Dinh,Nepal,Kathmandu,1,2/28/2016,7,3/6/2016,1,Acqualina Resort,4.5,Debit Card,Bank of Singapore (BOS),191,6%,0.07,0.22
DDTH32893,12/3/2015,22:58:56,TH06056,Female,55,Thailand,Khon Kaen,Khon Kaen,China,Shanghai,1,12/13/2015,2,12/15/2015,1,The Maxwell,4.5,Wallet,DBS Bank,315,12%,0.07,0.2
DDID32894,12/3/2015,11:50:12,ID05920,Female,47,Indonesia,Waibakul,East Nusa Tenggara,Canada,Calgary,1,1/19/2016,5,1/24/2016,1,Coastline Bay Hotel,4.6,Debit Card,DBS Paylah,165,7%,0.07,0.1
DDMY32895,12/3/2015,19:02:48,MY05969,Male,29,Malaysia,Johor,Johor Bahru,Iceland,Kopavogur,5,12/4/2015,1,12/5/2015,3,Union Rooms,4.1,COD,Grab,110,10%,0.07,0.16
DDMY32896,12/3/2015,17:52:53,MY05970,Male,52,Malaysia,Penang,George Town,Japan,Sapporo,2,12/10/2015,1,12/11/2015,1,The Sofia Hotel,4.4,Internet Banking,HSBC,200,23%,0.07,0.24
DDTH32897,12/3/2015,18:15:07,TH06057,Male,45,Thailand,Songkhla,Songkhla,Germany,Berlin,5,12/29/2015,1,12/30/2015,3,Moonlight Motel,4.5,Wallet,Cash,315,15%,0.07,0.2
DDID32898,12/3/2015,8:09:46,ID05921,Female,44,Indonesia,Banda Aceh,Aceh,France,Lyon,7,12/6/2015,3,12/9/2015,4,Wentworth Mansion,4.2,COD,Grab,407,11%,0.07,0.2
DDID32899,12/3/2015,8:04:49,ID05922,Male,39,Indonesia,Tanah Abang,Jakarta,Denmark,Aalborg,4,2/13/2016,1,2/14/2016,2,Qualia,4.4,COD,United Overseas Bank (UOB),228,20%,0.07,0.14
DDMY32900,12/3/2015,23:17:15,MY05971,Male,57,Malaysia,Sarawak,Miri,Canada,Toronto,7,1/2/2016,7,1/9/2016,4,Spotlight Hotel,4.6,Internet Banking,CITI Bank,310,19%,0.07,0.14
DDID32901,12/3/2015,1:16:17,ID05923,Female,33,Indonesia,Mataram,West Nusa Tenggara,France,Lille,4,12/4/2015,7,12/11/2015,2,Wentworth Mansion,4.4,COD,DBS Paylah,74,7%,0.07,0.13
DDMY32902,12/3/2015,15:11:40,MY05972,Male,51,Malaysia,Melaka,Melaka,Mexico,Ecatepec,3,1/5/2016,8,1/13/2016,2,Tiny Digs Hotel,3.3,Internet Banking,Cash,55,12%,0.07,0.28
DDMY32903,12/3/2015,15:42:49,MY05973,Male,44,Malaysia,Kedah,Alor Setar,Mexico,Puebla City,7,12/4/2015,1,12/5/2015,4,Holiday Inn Express,4.6,Debit Card,Cash,149,16%,0.07,0.1
DDTH32904,12/3/2015,0:41:08,TH06058,Female,29,Thailand,Tak,Mae Sot,China,Beijing,6,12/29/2015,2,12/31/2015,3,Happy Mornings Motel,3.3,Internet Banking,CITI Bank,55,9%,0.07,0.28
DDSG32905,12/3/2015,22:08:53,SG05896,Female,31,Singapore,West,Jurong East,China,Gaunde,7,12/23/2015,1,12/24/2015,4,InterContinental,4.3,COD,DBS Paylah,132,9%,0.07,0.24
DDSG32906,12/3/2015,3:58:31,SG05897,Female,35,Singapore,North,Yishun,Japan,Sapporo,1,1/10/2016,5,1/15/2016,1,Bluenose Hills,4.2,Credit Card,United Overseas Bank (UOB),75,7%,0.07,0.19
DDTH32907,12/4/2015,22:19:48,TH06059,Female,57,Thailand,Phitsanulok,Phitsanulok,China,Hong Kong,4,12/7/2015,4,12/11/2015,2,Emerald Bay Inn,4.2,Internet Banking,EZ-Link,75,19%,0.07,0.19
DDTH32908,12/4/2015,16:42:06,TH06060,Male,32,Thailand,Surat Thani,Ko Samui,Kenya,Eldoret,4,12/11/2015,1,12/12/2015,2,Americana Hotel,4.1,COD,Grab,139,8%,0.07,0.13
DDSG32909,12/4/2015,20:35:17,SG05898,Female,37,Singapore,North-East,Sengkang,Colombia,Soacha,3,3/7/2016,7,3/14/2016,2,Royal Orbit,4.2,COD,United Overseas Bank (UOB),123,1%,0.07,0.25
DDSG32910,12/4/2015,0:18:25,SG05899,Female,41,Singapore,Central,Rochor,Japan,Kobe,6,12/7/2015,7,12/14/2015,3,Ivory Bloom Hotels,4.2,Credit Card,EZ-Link,123,15%,0.07,0.25
DDPH32911,12/4/2015,10:00:14,PH03194,Female,28,Philippines,Samar,Calbayog,New Zealand,Manukau,2,12/14/2015,3,12/17/2015,1,Rodeway Inn,4.6,Internet Banking,Bank of Singapore (BOS),290,13%,0.07,0.17
DDID32912,12/4/2015,21:03:35,ID05924,Female,33,Indonesia,Makassar,South Sulawesi,Colombia,Pereira,4,12/5/2015,7,12/12/2015,2,Green Tortoise Hostel,4.1,COD,DBS Bank,108,18%,0.07,0.22
DDKH32913,12/4/2015,21:43:10,KH02979,Female,56,Cambodia,Chakrei,Battambang,Maldives,Naifaru,2,1/6/2016,8,1/14/2016,1,Happyland Motels,4.5,Internet Banking,DBS Bank,306,9%,0.07,0.14
DDTH32914,12/4/2015,23:04:53,TH06061,Male,58,Thailand,Chonburi,Chaophraya Surasak,Mexico,Tijuana,6,12/24/2015,1,12/25/2015,3,Luxus Hotels,3.7,Credit Card,Grab,47,21%,0.07,0.3
DDMY32915,12/4/2015,1:55:27,MY05974,Male,46,Malaysia,Sabah,Kota Kinabalu,Denmark,Horsens,3,3/6/2016,1,3/7/2016,2,The Upscale Inn,4.2,COD,DBS Bank,190,4%,0.07,0.11
DDID32916,12/4/2015,2:29:25,ID05925,Male,57,Indonesia,Tiom,Papua,Israel,Holon,4,2/13/2016,1,2/14/2016,2,Blissview Hotel,4.6,Debit Card,Bank of Singapore (BOS),268,11%,0.07,0.16
DDPH32917,12/4/2015,6:40:22,PH03195,Female,49,Philippines,Batangas,Tanauan,China,Fuyang,4,2/21/2016,7,2/28/2016,2,The Enchanted Garden,4.3,COD,DBS Paylah,102,4%,0.07,0.2
DDVN32918,12/4/2015,15:23:12,VN02885,Male,25,Vietnam,My Tho,Tien Giang,Brazil,Salvador,5,2/28/2016,8,3/7/2016,3,Jade Mountain Hotel,4.5,Credit Card,CITI Bank,315,20%,0.07,0.2
DDID32919,12/4/2015,20:03:25,ID05926,Male,20,Indonesia,Indramayu,West Java,Iran,Qom,3,12/20/2015,3,12/23/2015,2,Shady Oaks B&B,3.8,Wallet,United Overseas Bank (UOB),65,20%,0.07,0.25
DDSG32920,12/4/2015,1:48:13,SG05900,Female,24,Singapore,Central,Outram,Iceland,Akranes,2,1/5/2016,1,1/6/2016,1,Sapphires Hotel,4.4,Credit Card,Bank of Singapore (BOS),268,20%,0.07,0.22
DDPH32921,12/5/2015,18:30:58,PH03196,Female,54,Philippines,South Cotabato,Koronadal,Canada,Ottawa,3,12/8/2015,1,12/9/2015,2,Grand Beach Hotel,4.2,COD,CITI Bank,231,1%,0.07,0.13
DDID32922,12/5/2015,14:26:32,ID05927,Female,58,Indonesia,Tombua,Central Sulawesi,Kenya,Eldoret,2,12/10/2015,3,12/13/2015,1,River Park Hotel,4.3,Debit Card,DBS Bank,102,18%,0.07,0.2
DDTH32923,12/5/2015,11:30:34,TH06062,Female,36,Thailand,Udon Thani,Udon Thani,Colombia,Soacha,7,1/10/2016,2,1/12/2016,4,Aloft,4.2,Internet Banking,Cash,142,10%,0.07,0.23
DDKH32924,12/5/2015,23:44:17,KH02980,Male,45,Cambodia,Kampong Os,Kandal,Japan,Kobe,1,12/11/2015,3,12/14/2015,1,Dentro Hill,4.2,Internet Banking,HSBC,75,16%,0.07,0.19
DDMY32925,12/5/2015,17:21:40,MY05975,Male,19,Malaysia,Penang,George Town,China,Beijing,3,1/25/2016,3,1/28/2016,2,The Luxury Collection Hotels & Resorts,4.5,Wallet,DBS Paylah,191,21%,0.07,0.22
DDMY32926,12/5/2015,10:06:33,MY05976,Female,21,Malaysia,Perak,Ipoh,Iceland,Akureyri,3,12/12/2015,7,12/19/2015,2,Dreamland Guest Home,4.2,Debit Card,DBS Bank,75,19%,0.07,0.19
DDID32927,12/5/2015,4:59:19,ID05928,Female,56,Indonesia,Kelapa Gading,Jakarta,Egypt,Luxor,6,12/17/2015,7,12/24/2015,3,Stewart Hotel New York,4.1,Credit Card,Cash,110,3%,0.07,0.16
DDTH32928,12/5/2015,18:37:07,TH06063,Male,52,Thailand,Rayong,Rayong,Iceland,Reykjavik,5,12/9/2015,1,12/10/2015,3,Waikiki Resort,4.5,Internet Banking,DBS Paylah,230,14%,0.07,0.11
DDSG32929,12/5/2015,13:27:16,SG05901,Male,24,Singapore,West,Choa Chu Kang,Iran,Alborz,6,1/2/2016,1,1/3/2016,3,Home Sweet Hotel,4.3,Debit Card,Grab,102,7%,0.07,0.2
DDSG32930,12/5/2015,16:23:55,SG05902,Male,26,Singapore,West,Tuas,France,Marseille,1,12/10/2015,7,12/17/2015,1,Star of Africa B&B,4.6,Wallet,DBS Paylah,348,11%,0.07,0.18
DDMY32931,12/5/2015,3:41:14,MY05977,Female,26,Malaysia,Melaka,Melaka,Kenya,Eldoret,4,12/6/2015,9,12/15/2015,2,Royal Orbit,3.8,Wallet,HSBC,66,6%,0.07,0.22
DDSG32932,12/5/2015,15:39:32,SG05903,Female,24,Singapore,Central,Straits View,New Zealand,Hamilton,7,2/1/2016,8,2/9/2016,4,Jade Courtyard Hotel,4.5,COD,Grab,334,15%,0.07,0.17
DDMY32933,12/5/2015,9:05:06,MY05978,Female,46,Malaysia,Sarawak,Miri,Egypt,Cairo,1,1/21/2016,7,1/28/2016,1,White Season Resort,4.4,Credit Card,CITI Bank,74,10%,0.07,0.13
DDID32934,12/5/2015,17:57:00,ID05929,Male,56,Indonesia,Jatinegara,Jakarta,Maldives,Thinadhoo,4,12/6/2015,7,12/13/2015,2,Green Acres,3.9,COD,EZ-Link,93,0%,0.07,0.3
DDSG32935,12/5/2015,18:29:05,SG05904,Male,35,Singapore,Central,Downtown Core,Ireland,Limerick,7,12/27/2015,7,1/3/2016,4,Urbanica,4.3,Wallet,Bank of Singapore (BOS),102,13%,0.07,0.2
DDMY32936,12/5/2015,13:49:36,MY05979,Male,55,Malaysia,Selangor,Petaling Jaya,China,Gaunde,2,1/5/2016,7,1/12/2016,1,Fairytale B&B,4.3,Internet Banking,DBS Bank,139,24%,0.07,0.2
DDTH32937,12/5/2015,0:16:05,TH06064,Female,32,Thailand,Samut Sakhon,Om Noi,India,Mumbai,2,12/7/2015,9,12/16/2015,1,Four Seasons Resort Lanai,4.6,COD,Cash,196,16%,0.07,0.16
DDPH32938,12/5/2015,5:46:46,PH03197,Female,40,Philippines,Samar,Calbayog,Germany,Cologne,4,12/15/2015,7,12/22/2015,2,Ebony Market,4.3,Wallet,HSBC,132,2%,0.07,0.24
DDMY32939,12/5/2015,2:58:13,MY05980,Male,53,Malaysia,Melaka,Melaka,Ireland,Limerick,5,12/26/2015,8,1/3/2016,3,Isle Royale,4.5,Wallet,DBS Bank,334,8%,0.07,0.17
DDMY32940,12/5/2015,20:00:59,MY05981,Female,33,Malaysia,Perak,Ipoh,Canada,Hamilton,2,1/28/2016,1,1/29/2016,1,Southern Hospitality,4.2,Internet Banking,CITI Bank,190,23%,0.07,0.11
DDMY32941,12/5/2015,16:10:41,MY05982,Male,23,Malaysia,Kedah,Alor Setar,Kenya,Thika,3,12/11/2015,2,12/13/2015,2,Sun And Sand Hotel,4.2,Debit Card,Bank of Singapore (BOS),190,23%,0.07,0.11
DDTH32942,12/5/2015,7:04:35,TH06065,Male,20,Thailand,Songkhla,Songkhla,Nepal,Pokhara,5,1/4/2016,1,1/5/2016,3,Red Lion Hotel,3.3,Internet Banking,Bank of Singapore (BOS),55,18%,0.07,0.28
DDSG32943,12/5/2015,18:05:15,SG05905,Male,27,Singapore,Central,Marina South,New Zealand,Manukau,5,2/3/2016,1,2/4/2016,3,Bonnie’s Balcony,3.8,COD,HSBC,65,0%,0.07,0.25
DDVN32944,12/5/2015,12:15:00,VN02886,Female,29,Vietnam,Vinh,Nghe An,China,Macau,3,1/20/2016,7,1/27/2016,2,Land’s End,3.3,Credit Card,DBS Bank,55,21%,0.07,0.28
DDPH32945,12/6/2015,0:51:14,PH03198,Female,34,Philippines,Albay,Ligao,New Zealand,Dunedin,4,1/27/2016,1,1/28/2016,2,The Welcome Mat,4.2,Credit Card,HSBC,75,6%,0.07,0.19
DDSG32946,12/6/2015,17:17:14,SG05906,Male,58,Singapore,North,Woodlands,Mexico,Leon,3,2/21/2016,9,3/1/2016,2,Blissdom Motels,4.2,Internet Banking,CITI Bank,75,18%,0.07,0.19
DDID32947,12/6/2015,23:50:11,ID05930,Female,38,Indonesia,Luwuk,Central Sulawesi,Germany,Cologne,2,2/23/2016,7,3/1/2016,1,Land’s End Resort,4.4,Debit Card,Grab,74,6%,0.07,0.13
DDTH32948,12/6/2015,21:35:59,TH06066,Male,28,Thailand,Songkhla,Songkhla,Ireland,Waterford,7,2/25/2016,1,2/26/2016,4,Prophecy Resort & Spa,3.8,Debit Card,Grab,70,24%,0.07,0.22
DDTH32949,12/6/2015,19:23:57,TH06067,Male,19,Thailand,Nakhon Sawan,Nakhon Sawan,Italy,Bari,3,12/7/2015,7,12/14/2015,2,6-Star Food Service,4.3,Credit Card,Bank of Singapore (BOS),132,25%,0.07,0.24
DDID32950,12/6/2015,19:12:26,ID05931,Male,35,Indonesia,Luwuk,Central Sulawesi,India,Hyderabad,6,3/14/2016,2,3/16/2016,3,Seacoasts Hotel,4.2,Debit Card,CITI Bank,131,6%,0.07,0.1
DDSG32951,12/6/2015,0:08:11,SG05907,Female,33,Singapore,Central,Marina South,Colombia,Bogota,1,1/9/2016,1,1/10/2016,1,Belmond,4.5,COD,Bank of Singapore (BOS),230,19%,0.07,0.11
DDSG32952,12/6/2015,2:02:02,SG05908,Male,50,Singapore,East,Tampines,Kenya,Mombasa,5,12/12/2015,3,12/15/2015,3,Sleep Inn,4.2,Credit Card,Grab,123,7%,0.07,0.25
DDKH32953,12/6/2015,7:56:11,KH02981,Male,40,Cambodia,Baray,Kampong Thom,Mexico,Puebla City,3,12/18/2015,7,12/25/2015,2,Element,4.5,COD,Grab,334,1%,0.07,0.17
DDTH32954,12/6/2015,17:49:00,TH06068,Female,50,Thailand,Chonburi,Pattaya,Colombia,Bogota,2,12/24/2015,1,12/25/2015,1,Distrikt Hotel,4.4,Credit Card,DBS Paylah,228,15%,0.07,0.14
DDPH32955,12/6/2015,20:18:46,PH03199,Male,49,Philippines,Basilan,Isabela,China,Fuyang,6,12/11/2015,7,12/18/2015,3,Blue Moon Hotel,4.5,Wallet,United Overseas Bank (UOB),113,20%,0.07,0.13
DDTH32956,12/6/2015,15:03:39,TH06069,Male,29,Thailand,Khon Kaen,Khon Kaen,China,Hong Kong,3,12/7/2015,3,12/10/2015,2,Emerald Bay Inn,4.4,COD,DBS Bank,138,2%,0.07,0.1
DDTH32957,12/6/2015,22:06:17,TH06070,Female,44,Thailand,Sakon Nakhon,Sakon Nakhon,Iran,Qom,1,12/7/2015,1,12/8/2015,1,Hotel Indigo,3.8,Credit Card,CITI Bank,70,15%,0.07,0.22
DDMY32958,12/6/2015,6:34:59,MY05983,Female,55,Malaysia,Penang,George Town,Israel,Haifa,3,12/31/2015,1,1/1/2016,2,Moonlight Motel,4.5,Wallet,EZ-Link,230,24%,0.07,0.11
DDSG32959,12/6/2015,17:52:06,SG05909,Female,41,Singapore,West,Bukit Panjang,Kenya,Thika,5,12/21/2015,8,12/29/2015,3,Radisson Hotel,4.3,Wallet,DBS Paylah,135,11%,0.07,0.24
DDID32960,12/6/2015,21:04:36,ID05932,Female,53,Indonesia,Kebayoran,Jakarta,China,Fuyang,1,12/7/2015,2,12/9/2015,1,The Blue Vivid,4.5,Credit Card,DBS Bank,230,2%,0.07,0.11
DDPH32961,12/6/2015,6:41:22,PH03200,Female,39,Philippines,Masbate,Masbate City,Colombia,Bello,6,2/25/2016,1,2/26/2016,3,Seagull Hotel,4.5,Credit Card,HSBC,306,9%,0.07,0.14
DDKH32962,12/6/2015,1:21:40,KH02982,Male,41,Cambodia,Kampong Treas,Tboung Khmum,Iran,Tehran,2,12/7/2015,1,12/8/2015,1,Oxford Suites,4.2,Debit Card,EZ-Link,123,8%,0.07,0.25
DDTH32963,12/6/2015,23:19:23,TH06071,Female,40,Thailand,Nonthaburi,Pak Kret,Iceland,Akranes,3,1/28/2016,1,1/29/2016,2,Music City Hotel,4.5,Credit Card,DBS Paylah,113,25%,0.07,0.13
